tweetid;user;content;date;lang;polarity
770976639173951488;noseashetero;@noseashetero 1000/10 de verdad a ti que voy a decir petarda que te quiero más que a mí mismo  ✨;31/08/2016 13:28;es;P
771092421866389508;Templelx;@piscolabisaereo @HistoriaNG @SPosteguillo las tengo pero aún no las he leído. Caerán prontito ;31/08/2016 21:08;es;P
771092111429083136;esskuu94;Al final han sido 3h  Bueno, mañana tengo fiesta así que.. No me quejo ;31/08/2016 21:07;es;P
771092070572449796;__ariadna9;@Jorge_Ruiz14 yo no tengo tiempo para esas cosas ahora mismo ;31/08/2016 21:07;es;N
771094192508600320;_cristtina15_;@_MissChaotic_ ves ese brillo? es un coso que hace que se sepan a kk ;31/08/2016 21:15;es;N
771116956518875137;JSorgex;Tengo una perrina adorable... Sabéis que me acompaña hasta la a habitación cuando me voy a dormir? ;31/08/2016 22:46;es;P
771115324884262912;Escarolilla;@juankipua Es que en el Ojeando el año pasado tampoco, tiene muchas canciones ya jajajajaja ;31/08/2016 22:39;es;NEU
771118683414560768;KaichiZick95;Bueno, estoy en la batalla final del Conquista y ya después me faltaría Revelación ;31/08/2016 22:53;es;NONE
770550748107202560;carlosnmr;@CondeDuqueMAD ¿mañana sábado 31? En que día vives?  Mañana es miércoles 31.;30/08/2016 9:16;es;NONE
770549862500802560;hermesni;@agcasti y el caminante ante el mar de niebla, uno de mis cuadros favoritos en portada ;30/08/2016 9:12;es;P
770549380294336512;lameri86;@vitojph ¡sí! Y me ha encantado  ¿Tú ya las visto? ¿Cuándo comentamos?;30/08/2016 9:11;es;P
770558771219271680;aladroqe;@aladroqe Se me olvidaban los grandes @2qblog y @estapillao ! A ver si os interesa es hilillo ;30/08/2016 9:48;es;NONE
770558626788507648;the_heruman;@pendragoncillo Mejor si pones un link a la cuenta, me ha costado encontrarte.. ;30/08/2016 9:47;es;N
770555355491426305;CharlieSkelter;@Majoras_Mark Por?  Tenía pensado verla después de la segunda de Daredevil ;30/08/2016 9:34;es;NONE
770554917685719040;Jess_BipOlateD;"@SoofRawr + ni el de al lado, la ""manita"" que usas para que se vea como más negro ";30/08/2016 9:33;es;NONE
770527686116700160;Mrjunjo;Llevo despierto desde las 8 porque un puto mosquito estaba volando en mi puta oreja y ;30/08/2016 7:44;es;N
770521682842877953;ElisaZamora;@ArchivoSGAE Qué estupendo. Y... ¿cómo os lo encargo?  ¿Es la estupendísima versión de Barce..? ;30/08/2016 7:20;es;P
770470969085464578;PatriCarvajal03;Cosas que enamora las tostadas calentitas a estas horas de la mañana ;30/08/2016 3:59;es;P
770544710440083456;XxSedixX;Hola buenos días, me he dormido a las 5 y algo y me acabo de despertar y se me ha ido el sueño ;30/08/2016 8:52;es;P
770560227531948032;krenecito;@omixam no creo que hayan diseñado una tipo propia ;30/08/2016 9:54;es;N
769977284514156545;itsgeorhero;@perriestheory sabes que en 2012 o 13 tenía una novela de mierda en la que perrie era mala ;28/08/2016 19:17;es;N
769979388825927680;botilux;@CarlosSadness en ninguna porque no te he visto en directo  concierto en madrid pronto pls;28/08/2016 19:26;es;NEU
770057070611722240;nalvarys;@uravity_ lo se pero tengo la esperanza de que en realidad sea un personaje mucho mas oscuro ;29/08/2016 0:34;es;N
770056603924037633;dos__is;Pa una vez que me pongo a ver películas con un amigo y se queda dormido ;29/08/2016 0:32;es;N
770059333489025024;kayatojpg;"@Hanita_chan nfin, no puede ser peor que un minikayato 
Clauyato is real";29/08/2016 0:43;es;N
770053036483940353;KharanosGame;@KharanosGame Que Kinox no me quiere   zi yo zoy buena perzona;29/08/2016 0:18;es;N
770032814729355264;FerZCarbonell;Este viernes iré al cine a ver #NoRespires para celebrar mi cumple. Por cierto, no estáis invitados ;28/08/2016 22:58;es;NEU
770221197309120512;Maarta_24;Podríamos empezar septiembre desde el día tres, no sé, estaría guay ;29/08/2016 11:26;es;P
770220682504470528;baddgyaI;y lo peor de todo es que funcionaba maldita Jaco como te quiero ;29/08/2016 11:24;es;NEU
770219320643387392;Lopzyyy;aqui fardando de que soy vegano desde hace 2 dias con mis amigos de tuiter! ;29/08/2016 11:19;es;P
770187533531643904;_Niflheimr_;@MisfitStormer pues hay gente así de mala por el mundo ;29/08/2016 9:13;es;N
770223986382962688;AlexysFlinG;@Mentestropeada Atraigo por los dos lados es un problema duro ;29/08/2016 11:38;es;N
770222346829520896;Norambu_;@YG__GF me ofrecería pero gerald es demasiado lindo ;29/08/2016 11:31;es;NEU
770238296865792000;patrisjournal;@baad_news es dirección de proyectos en empresas audiovisuales ;29/08/2016 12:34;es;NONE
770238084764041217;asiercg_7;Como destrozaba el puto movil ahora mismo ;29/08/2016 12:34;es;N
770237903062654976;Pro_Kaiiseer;#DiaDelVideojuegoHC por todas esas grandes tardes que nos hacen pasar y las que pasaran! ;29/08/2016 12:33;es;P
770237223916670976;CaroLedesma27;@DarkGiirI que va tía, muchos son viejos de mi madre, otros del chino. Los que me encantan y me estoy comprando son los del Kiko ;29/08/2016 12:30;es;P
770236753525481473;Luxaaas;Parece que hasta mañana no podré catar el madden. Hoy no habra directo ;29/08/2016 12:28;es;N
770242315306799104;manumm_97;Mi compañero de trabajo será mi futuro marido... que pena que no lo sepa ;29/08/2016 12:50;es;N
770215539037839360;MARUGENDA;@Reporte24ES @LaVerdad24ES fallecido hace meses. Hay q contrastar. ;29/08/2016 11:04;es;N
770214477363023872;Mikolisk;@Yore89 necesito mi ración de atención diaria que si no no mantengo la autoestima ;29/08/2016 11:00;es;N
770201127057063936;formatecyl;"@CristyStruky Gracias por dar a ""Me gusta"" a nuestros tweets  ¿que tal? ¿estás trabajando Cristina?";29/08/2016 10:07;es;P
770267484553347072;clinica_fuste;@Club_Ratoncito Nuestros niños no andaban de lo más animado con eso de que se acaban las vacaciones... ;29/08/2016 14:30;es;N
770266021802471424;AnarionLobogris;@vivanlospipis ser es muy malo pero bueno te salvas porque te queremos igual ;29/08/2016 14:25;es;P
770270539772493825;Clau_sheeran;Pero solo cojo 5 días porque me cambio de curro y ;29/08/2016 14:43;es;NEU
770269675141881856;KCarringtonFox;@dorysmemories Yo también me lo imaginaba así! También soy de las que creen que el casting es buenísimo, al menos yo estoy contenta ;29/08/2016 14:39;es;P
770269426834894850;sandry_lalalala;Despues de trabajar duro me merezco mis caprichos ;29/08/2016 14:38;es;P
770262568703291392;Segoahni;@LorasTyrellSer Yo también te puse algo bonito. Cuanto desprecio ;29/08/2016 14:11;es;NEU
770272501196845056;NoeliaPink98;No encuentro el mando de la tele y me estoy poniendo nerviosita ;29/08/2016 14:50;es;N
770246064645496832;anaviled;Lo mejor de estar ya en Málaga es poder ir a ver Escuadrón Suicida esta tarde ;29/08/2016 13:05;es;P
770178218255147012;Luis_Endera;@LaFeaDelBaile insoportable? Eso es lo que tú dices  Ya nos contarás, espero que vaya todo genial ;29/08/2016 8:36;es;P
770174003164155905;pmklose;@toniroldanm y por cierto el respeto (y en mi caso admiración) es mutuo ;29/08/2016 8:19;es;P
770173260218720256;RuTROPICO;"@CainQ yo he subido una en gayumbos hace nada. Qué poco me lees paisana 

  @Ichabod1880";29/08/2016 8:16;es;N
770281603713101824;Cthulhulove_;@EskizoSirenita hay que ser mala persiana para quitarte esa diversion ;29/08/2016 15:27;es;N
770281218948624384;neussgutierrez;@myvidaconlibros ¿verdad que sí? Yo también me quité un gran peso de encima ;29/08/2016 15:25;es;P
770281174451257344;CristinaSegui_;@cardinaleconnor Mañana no :(, pero seguro que hay gente buena  @cuatro @mananascuatro;29/08/2016 15:25;es;NEU
770277686304468992;ChemicalSuicide;@DeathManu94 @piercetheidiot ya lo sé, pobre Uno  Te acompaño en los feels;29/08/2016 15:11;es;N
770287599500091392;jose_parralo;@_anarKopunK_ @jkarlos1998HD y aún así estoy en el campo   y l edición coleccionista tengo que acabar de pagarla;29/08/2016 15:50;es;N
770283477195452416;hypocresia;me mantengo optimista pero se me hace difícil a veces de verdad ;29/08/2016 15:34;es;N
770288042687037441;KCarringtonFox;@tachina @EW @Outlander_STARZ Sí! Yo creo que vamos a acabar muuuuuuuuy contentas ;29/08/2016 15:52;es;P
770208550824075264;rafamerida64;"Vale entiendo, no he estado rápido en la bajada, pero hay es donde habría que haber entrado  

@ivanovlaguna";29/08/2016 10:36;es;N
770208079099072512;PsoeLugo;"@GxDRadioGalega Correcció ""Nin se nos pasa pola cabeza NON ser segundos"". ";29/08/2016 10:34;es;NONE
770204764709740544;wikimiscojones;Ha muerto mi profesora de volumen/escultura y en serio que bajonazo ;29/08/2016 10:21;es;N
770250234916110336;Insane_Irene;Haces que se vaya mi melancolía, me devuelves de nuevo a la vida ;29/08/2016 13:22;es;P
770249350194790401;miriam_HH;@Sakura1474 tia que estoy a punto de acabar la novena voy con retraso ;29/08/2016 13:18;es;N
770234256501141508;anailc74;@Madridonasangre yo acabo de aportar mi pequeña contribución. Te sientes tan bien! ;29/08/2016 12:18;es;P
770232966459092993;meteosojuela;@dfresneda_UNED pues la aludida ...y yo mismo...sí...Buen día ;29/08/2016 12:13;es;NONE
770231340612583425;EloySiio;Hoy una mosca no me dejó dormir y me cago en su puta vida ;29/08/2016 12:07;es;N
770230916048445440;carlosrebato;@Aldepadorio es un gran, gran tipo  @cesarmuela;29/08/2016 12:05;es;P
770248941522784256;candeluvi;@FraanBMJ pero entiende que era nuestro sueño  además cuando la vi creo que estábamos en 5 de primaria o algo así;29/08/2016 13:17;es;NEU
770248677264883713;AiryMadness;@Yuremonplsxd @PequeChikane Aquí habemos  me he saturado al leer eso idnwhy;29/08/2016 13:16;es;N
770248351841456128;Jose_Gil1997;@Jorge_LBU Espero que te mejores pronto, vomitar es muy desagradable ;29/08/2016 13:14;es;N
770247683395190784;ImanMontes;la chancla representa el asco y lo muy harta que está mi madre de aquí la menda ;29/08/2016 13:12;es;N
770253038447624192;HaagenDazs_ES;Hola @xabyjordi gracias por la información, tomamos nota  Qué tengas un buen día;29/08/2016 13:33;es;P
770254835669168128;Felandrock;@TheFuzzCanyon gracias por etiquetarme, pero no suelo hacer estas cosas ;29/08/2016 13:40;es;NEU
770254726134960129;Hristi_1X2;@KikeMlaga @sanchezcastejon ¿Socialistas honrados? Esto es un oxímoron. ;29/08/2016 13:40;es;N
770257983737589760;BlazeGold_;"que le pasa a mi tumblrr o.O
se ha vuelto extraño, no sale la musica ";29/08/2016 13:53;es;N
770257496342659072;G0kuB;Cada uno que busque sus mecanicas, pero que lo haga rapido antes de morir y eso ;29/08/2016 13:51;es;N
770228440985468928;RaimonDuran;"@suomijon @chemiF1 @WinfieldF1 ... bien pienso que tú te enquistas en temas secundarios sin ver ""toda la película"". ";29/08/2016 11:55;es;N
770228393799520256;LoneWolver;Ojalá alguien llamandome bonito o precioso  sad;29/08/2016 11:55;es;N
769975273559326720;tus_muertxs;@Sasnak95 @Muzska89 o hacemos presión social o esto no avanza ;28/08/2016 19:09;es;N
770050213847367680;sadhupito;@aIfonsofr no lo consigo  ayudame porfi que es super importante;29/08/2016 0:07;es;N
770075865845755904;Glorifiliaa;Despues de tener el combo perfecto pa sentirme como una mierda, a dormir ;29/08/2016 1:49;es;N
770074975747313667;annaromartin;Necesito ver por lo menos una vez más a Riri para irme a dormir más conforme. ¿Por qué tienen que echar a estas horas la gala?  #VMAs;29/08/2016 1:45;es;N
770048662818938880;allnotesabout1d;@OnSuicidio es una barbaridad de dinero, y aunque lo tuviera no puedo porque se contrata antes del show  -Noe;29/08/2016 0:01;es;N
770076999545196544;nacho_merinob;@jose97angel ¿eliminada? Nooo, no la han eliminado. Pasó a la semifinal el otro día ;29/08/2016 1:53;es;P
770151813064654848;rais38;@jonathanchacon te deseo muchísima suerte en tu próxima aventura tío ;29/08/2016 6:51;es;P
770151752964382721;LG_ES;@EduHdez7th @UDLP_Oficial Preciosa vista y gran resultado, enhorabuena ;29/08/2016 6:51;es;P
770135955109969920;elputosocio;@_MrsCristina te amo, aunque parece que te has dormido cuando quedaban 5 o 6 ;29/08/2016 5:48;es;NEU
770135922604138500;vicampuzano;@MataTweet @Alejandro_Novas jajajajaja. El All Bran es Pro!  Buenos días compis! ;29/08/2016 5:48;es;P
770025462152265728;Miriam_R97;De verdad desde que me puse las gafas moradas no soporto a ningún tío y ;28/08/2016 22:29;es;N
770025123118215168;walikk;El puente mas bonito de la constitución este año en Alicante 12,13 y 14 @zaharapop en directo y allí estaré ;28/08/2016 22:27;es;P
769981814689632257;alfonso_ng;@ce_roses Ouch, ya no llego, a ver si para la próxima si que puedo  un saludo;28/08/2016 19:35;es;N
770022541813489664;prietsophie;Aaaa aaa estoy tan cansada y me espera una semana tan horrible hasta el jueves que ;28/08/2016 22:17;es;N
770162951571603456;ParanoidNeva;"@Fourty35 

Es este chisme, que no expresa los matices. No era la idea el elemento cortante.

";29/08/2016 7:35;es;N
770161501370015744;SanchoNoelia;Venga va hasta luego, solo he dormido 3 horas ;29/08/2016 7:29;es;N
770161397665767424;R_Porcar;@Ronronia @MsLectora Uf, los freudianos! Vinieron a tomar café el miércoles y aquí los tengo aún,  acampados en el pasillo  Bon dia ;29/08/2016 7:29;es;NEU
770160286699491330;TSAGranada;"Un vibrador que nos estudia...se adapta a nuestras necesidades.
Lo mejor del #Verano este #juguete inteligente 

https://t.co/VLgBuWnYX7";29/08/2016 7:24;es;P
770159562490015744;the_heruman;@carlachan Ja ja, hay gente muy cansina, sobre todo a partir de cierta edad, paciencia... ;29/08/2016 7:22;es;N
770159312580800512;Tulipan_Negro;@emedemo holaaaa de origen vegetal  nunca nunca nunca de origen animal, buen día ;29/08/2016 7:21;es;NEU
770146996254547968;JoseM_Perez;@gilthoniel_1987 Si estoy trabajando 😭, con vistas eso sí. Buenos días!! ;29/08/2016 6:32;es;NEU
770142637852688384;flipper83;@eenriquelopez era por troleaer, usar store data  valdría auqn tampoco sería preciso. #troll;29/08/2016 6:14;es;NONE
770208850788093953;arashyhatake;oir a @KNekro  y a @G4G_Revenant que haran directos del wow pero no se acuerdan que el server lo mas seguro ni que vaya  jaja ;29/08/2016 10:37;es;N
770183418189668356;pmklose;@ElnAlfaro Sí. En realidad no pensaba q fueran a recortar tanto. La querencia es mutua ;29/08/2016 8:56;es;NEU
770198030708510721;Manuel180694;@lococamionero @pnique no, si pagar le pagaba bien, tranquilo ;29/08/2016 9:54;es;P
770212600881766400;armandowulff;lo mejor de to es que me examino justo el dia de mi cumple pero bueno la vida ;29/08/2016 10:52;es;P
770739469502865408;fibroluminique;@alejandrosanmo @luisalisferrer Hay una historia escrita donde salen las mujeres, pero no es tan popular ni se estudia en las escuelas ;30/08/2016 21:46;es;N
770752938147012608;SergiBleda;@Valenciazombi Genial! muchas gracias. Mi fanpage de FaceBook sigue activa también, aunque yo no entre ;30/08/2016 22:39;es;P
770752263111446528;TheFuryoStyle;2. Si. Eres mi crush máximo aunque te considere de mis mejores amigos ;30/08/2016 22:37;es;P
770752206098272256;promeji;Digo yo que tengo mala memoria y mi vecino se ha tatuado el nombre de su mujer ;30/08/2016 22:37;es;NEU
770737973759447040;elenaarnaiz;@enriccortinhas Mil gracias por compartir Enric! Feliz noche ;30/08/2016 21:40;es;P
770737743999668225;Nyxtallica;@BrokenCr0ss_ Eres mi emo fav. Lo de emo es coña se que no lo eres. Quiero verte. Cantas muy bien maldito. ;30/08/2016 21:39;es;P
770769659683545088;AllvRodriguez;@IleniaGarcia @LauraHerreraCb @Caro96lina @LaraRMartin HAHAHAHHA MMM NOS VAMOS EN 2 semanas y no tenemos ni hotel Pa la primera noche 😂😂😂 ;30/08/2016 23:46;es;N
770768269292822529;Casperiino;@YumaRuchi sigue mejor que mi pelorizo  FeelsBadMan;30/08/2016 23:40;es;N
770767938991353856;C3RVE;Limo sadboy de mierda la vida es maravillosa ;30/08/2016 23:39;es;NEU
770734183169789952;promeji;@marcasgz ufff ni te imaginas, y claro encima dándome golpes en la cabeza por mi sentido del humor ;30/08/2016 21:25;es;N
770733650501566464;bradpitto00;"Aquí tenéis el segundo vídeo del día  14 días para tener PES 2017 y la demo de FIFA 17!! WUOUUOO 

https://t.co/8hh6Fu6kRB";30/08/2016 21:23;es;P
770771380975591424;AlaiaYeah;en verdad me duele la vida recordar este momento porque fue tan bonito ;30/08/2016 23:53;es;N
770770970596483072;50centimosrise;@CharlieSkelter ehhhhhhh ese no he sido yo, y lo digo muy en serio  hasta los cojones de que me roben mi puto identidad.;30/08/2016 23:51;es;N
770770961494863873;Pequepelirroja;Que mal rollo da dormir sola diariamente en casa ;30/08/2016 23:51;es;N
770770776060559361;w0lfshade_;"Lo que ma el ser optimista que hay en mi (qUE LO HAY AUNQUE SEA MINÚSCULO)
Lo que meno el hecho de no confiar  https://t.co/OafLkK91G2";30/08/2016 23:50;es;NEU
770637346450661376;runesonmyskin;Bueno ya tengo unos links guardados para el summer finale de pll  Espero que me funcionen hmm...;30/08/2016 15:00;es;P
770636899971108864;ImImperfectgirl;@Pedroner Pues deja de hacer en pervertido y de viciar y haz algo por tu vida ;30/08/2016 14:58;es;N
770722093860327424;ivo_kk;Dicen que Twitch va mal hoy, pero aún así os pondré stream en 20 mins ;30/08/2016 20:37;es;NEU
770704491117150208;mort;@jjsaenzde A mí me haces un favor, encantado  @srtagalicia;30/08/2016 19:27;es;P
770703890220212225;AntonioGarciaN2;@arturocaracuel @javifontalba @joaquinito71 @desmarquemalaga el.partido estaba pa Lugano ;30/08/2016 19:25;es;NEU
770705925149696000;merceroura;@manueljorgegh @RLloria gracias  feliz noche a ambos!;30/08/2016 19:33;es;P
770705705523351553;NinioXplotao;Necesito dos rodamientos, Marcos mañana traemelos porfa ;30/08/2016 19:32;es;NONE
770702799470489601;eferro;@lantoli podemos usar el término.equipo pepino ;30/08/2016 19:20;es;NEU
770702414852882432;reemplazable;@GermanDZ @jmbeas @CarlosTheSailor @penguinjournals Yo creo que el consumo cerebral es inversamente proporcional a su uso ;30/08/2016 19:19;es;NEU
770701854661611520;AndresMachoXIII;Tengo poco dinero y poco nivel (nivel 6 bitches). Así que nada de historia, farmear y contratos a muerte ;30/08/2016 19:16;es;N
770700832329302016;SimonPerera;@ranoeldelbar @HacheFilardi @Noel_PI Claro claro! Buscamos justo los otros ;30/08/2016 19:12;es;NONE
770700614208786432;Judit33cervia;@mividaaburrida @juanpabloraba por dios que guapo sale, que pena que en españa supongo que no saldrá ;30/08/2016 19:12;es;NEU
770698967474696193;arrozconnori;@Soukron si mi salón de 25m pasará a ser de 50… igual si, pero para mí caso ahora mismo, ideal ;30/08/2016 19:05;es;P
770726042315161601;PalabraDeRuly;"¡Eh @rccelta_oficial, #GuidettiNoSeVende! 

Pero entre nosotros... Si lo vendéis, mandarlo para Valencia eh  #AmuntValencia #HalaCelta";30/08/2016 20:53;es;P
770725676798410752;sanchomichell;@ricki33_ me quedo con la tónic ya sabes que soy un clásico ;30/08/2016 20:51;es;P
770725552944742401;alltheloveidols;@whoscabello Es que es verdad, prefiero mil veces que estea sana que ir a verla al concierto y que se encuentre mal ;30/08/2016 20:51;es;NEU
770639468650954752;complejisimus;@LaQueSoySiempre @ealbaga Por desgracia vende más  ,riñas,trifulcas,peleas,al cuello!! mátalo!!;30/08/2016 15:09;es;N
770624050259451904;DavidOuchEPK;@SoRaRaP eso sería más propio de ellos, yo no me ensucio las manos con personas dependientes ;30/08/2016 14:07;es;N
770644810118168576;complejisimus;@LaQueSoySiempre Te comprendo,dominar y anular como haces tú conmigo al HABLARME en voz ALTA,ok ;30/08/2016 15:30;es;N
770641472580415488;JustEat_es;@GemitaKbyos ¡Enhorabuena! Eres la ganadora del sorteo,escríbenos por mensaje privado para darte el premio ;30/08/2016 15:16;es;P
770641328283811840;JustEat_es;@AitanaZD ¡Enhorabuena! Eres la ganadora del sorteo,escríbenos por mensaje privado para darte el premio ;30/08/2016 15:16;es;P
770678209381892097;SimonPerera;@Noel_PI habrá, pero no conozco y tb habrá mucha etimología popular falsa... El Wiktionary para mirar uno por uno va bastante bien ;30/08/2016 17:42;es;NEU
770677317895094273;vanneontravel;@xladyoflight claro que sí, París merece mil visitas ;30/08/2016 17:39;es;P
770654500306690048;ProyectoWaikiki;.@FestivalGigante vamos a estar desde primera hora viendo a @GoleYaika y @SonogramaGrupo pero son bienvenidas alternativas emergentes! ;30/08/2016 16:08;es;P
770654319213436929;bieberft_auryn;@Safreeoficial y pfff...tambien la gente me caia genial..y me da muchisima pena ;30/08/2016 16:08;es;N
770680542522183680;jmmacias7;"La persona vale para algo. Otra cosa es que no te creas lo maravilloso y ese arte que puedes desplegar..fingelo hasta que se exprese.
";30/08/2016 17:52;es;P
770680162115588096;AlainCuenca;@pmklose Le conocí en 2011, me pareció inteligente, respetuoso y respetable, pero combativo, si... ;30/08/2016 17:50;es;P
770687795396509696;GonzaloAscanio;@cartoblasto @mrobaina @uby77 no seas malo  se pide sobre PIB  déficit 4% es 40.000 millones gastados + que ingresados jaja;30/08/2016 18:21;es;N
770687689020600321;AiryMadness;@AliceDesuDesu Legion>Novia? Lo bonito es Legión + novia en el pack  asi juegas con ella.;30/08/2016 18:20;es;P
770624610798858240;NataGarcia__;@RaulVCF__ ya y asi se va a quedar hasta que encuentre una de villa nueva en calidad ;30/08/2016 14:09;es;N
770684236533796864;Kiiroi7;Doght es amable,Doght es cariñoso,todos quieren un Doght,disponibles,en ninguna parte ;30/08/2016 18:06;es;NEU
770683204047175680;PepeAyalaSpain;@albertbru una especie de Titanic pero en versión cutre no? ;30/08/2016 18:02;es;N
770689773040173056;freewithyou_;"15. No me gusta el término  
16. Meh 
17. Depende de qué
18. No 
19 Un perrete prechiocho 
20. No
21. No
22. El año pasado";30/08/2016 18:28;es;NONE
770689436459921408;manal20102;@maaryamxd le doy a me gusta como fuera Rt ya que tu cuenta es privada,vale? ;30/08/2016 18:27;es;NONE
770689209095098368;sonsolees;@xtrelok pero del practico ya? No me dijiste que hacías prácticas. ;30/08/2016 18:26;es;N
770707842886164485;merceroura;@jimena9011 @JM_VelascoG muchas gracias! feliz noche a ambos ;30/08/2016 19:40;es;P
770707710765588481;SimonPerera;"@SiMeLaTarareas @HacheFilardi @Noel_PI sí, los epónimos!  como ""rebeca"" también ";30/08/2016 19:40;es;NONE
770710633037824000;Gf7Noemi;@magoangelESP mago dejaras el vídeo subido en youtube, es que ahora no lo puedo ver ;30/08/2016 19:51;es;NEU
770682589455773696;mgalandejuana;@BorjaCastejon Llévales bibliografía! La evidencia en educación médica existe ;30/08/2016 18:00;es;N
770710821513158656;QuePutoZuenio;Si papá vas a regalar mi piano, tranquilo que te dejo, no te preocupes ;30/08/2016 19:52;es;P
770657940365778944;Synlencer;@ShiyuuTeikoku @__Frostmourne__ y ojo no les nombres el HSM que se ponen todo dignos ;30/08/2016 16:22;es;N
770657834749034496;manal20102;Me retuitea gente que no conozco y sus amigos no tiene los mensajes abiertos y no sé que haser ;30/08/2016 16:22;es;N
770657192357789696;FranciscodPaula;@esther_trota Espero que te guste  Escocia es precioso!;30/08/2016 16:19;es;P
770720098789261312;benjami;@lonchbox @ipatri @Joan_Artes @martasimonet @malabache @YouTube el dulce de leche hizo mucho daño ;30/08/2016 20:29;es;N
770719897940848640;Paloma_EB;@Aitorek @ArvenLoL yo ya en eso no me meto  sacar las cosas de contexto y llevarlas a tu terreno es algo diferente;30/08/2016 20:28;es;N
770718625875591176;vicentejuan;@_rvng En Castalla (Alicante) muy oportunamente, a primeros de mes celebran sus fiestas de Moros i Cristians i todos están de fiesta! ;30/08/2016 20:23;es;P
770717939175723008;merceroura;@MonicaRuedats gracias, Mónica! feliz noche, guapa ;30/08/2016 20:20;es;P
770717151120465920;gekalt;Encantado @juanl_cruz  estás siempre bienvenido. Espero visitaros en Málaga antes ;30/08/2016 20:17;es;P
770754988939370496;Aurembiaix1969;@Maleski ¿Y a tu agente del CNI no le deseas buena noche? Pobre. ;30/08/2016 22:48;es;N
770720434941820928;Neo54x;@AngryCharlio ostia... jugaba a uno de los primeros en la SNES en japonés!! Y lo jodido es que lo acabé  Me encantaban estos juegos!;30/08/2016 20:30;es;P
770713182533025793;Alis_8496;@Pablogorrito @Yulian_Poe Vale me san confundio los oido  hacía mucho que no escuchaba el cara al sol JAJAJA;30/08/2016 20:01;es;N
770712312693030912;Luvbrains;@Suli22 ni siquiera llegué para ver las competiciones de Río en directo, solo las barras asimétricas de Aliya ;30/08/2016 19:58;es;N
770714136904863745;reemplazable;@ialcazar @CarlosTheSailor @kinisoftware @tolivern Ah! No se, yo uso sickrage que no entiende de divisiones ;30/08/2016 20:05;es;NONE
770715715003355136;Alis_8496;@Pablogorrito @Pablo_VzP No sabe a mierda, está muy buena ;30/08/2016 20:12;es;P
